variable,mean,median,sd,mad,2.5%,97.5%,rhat,ess_bulk,ess_tail,compound,lod,perc_present
icc_log_minus_centre_nominator,0.19056893352653462,0.19242201616832655,0.08635483072817103,0.09004522424798396,0.019063069861873238,0.35508433337020107,1.0000587186266545,2533.038263943889,2665.9956684196695,X139.0614_0.80632013,63918,0.9530201342281879
icc_log_minus_centre,0.2002517828354985,0.20338170025669686,0.08744608406900797,0.08939461017780999,0.021485037824034485,0.3646277480602585,1.0000426074826365,2521.8079247840324,2504.274694382676,X139.0614_0.80632013,63918,0.9530201342281879
wi_sd_log,0.2210302843,0.220231,0.014389002955440523,0.014293746600000014,0.19511869999999998,0.2514165749999999,0.9999652739487201,4019.7952658040417,5746.004477008349,X139.0614_0.80632013,63918,0.9530201342281879
bw_sd_log_level_2,0.10745781118605,0.1109785,0.029040933389048357,0.025952913000000008,0.03622641,0.15553094999999992,1.000154492176563,2619.8796742709283,2628.2846287400134,X139.0614_0.80632013,63918,0.9530201342281879
bw_sd_log_level_3,0.04340496003002,0.02697815,0.061911241181840444,0.02557218132,0.0012514195,0.19138724999999962,1.000028999826317,4939.799771815317,5209.135344835549,X139.0614_0.80632013,63918,0.9530201342281879
icc_log_level_2,0.4707266521166029,0.45723899708735927,0.10905227317604689,0.08442177612595868,0.2982981592462034,0.7695605275897507,1.0000250785150189,4407.229408076247,5187.823687465809,X385.283_5.609394,25039,1
icc_log_level_3,0.09783155909213043,0.03714594082569525,0.15347410111954476,0.04953239706661445,1.1068401562706725e-4,0.6000333860090007,0.9999506792668321,3893.074938542531,5196.107252703035,X385.283_5.609394,25039,1
icc_log_minus_centre_nominator,0.3728950930244725,0.3822247957391308,0.09094474833913274,0.08107424463964208,0.15054211754939756,0.523390647950497,0.9999920461930025,4385.635198676805,5175.363563821615,X385.283_5.609394,25039,1
icc_log_minus_centre,0.4128617071673832,0.41447629460241175,0.06970620470728536,0.06903341205867203,0.26768262870870435,0.5430013145267073,1.0001796990729992,4509.979013216278,7970.199378994766,X385.283_5.609394,25039,1
wi_sd_log,0.33002191545,0.32923800000000003,0.01990099081272507,0.019594782900000027,0.2942514,0.37190322499999995,0.9999671193378623,7664.908933809079,11112.24675719718,X385.283_5.609394,25039,1
