variable,mean,median,sd,mad,2.5%,97.5%,rhat,ess_bulk,ess_tail,compound,lod,perc_present
icc_log_level_2,0.5927658917335914,0.5868559908636765,0.08165653140497382,0.06713220535920932,0.45056990535870184,0.7933100315768109,0.9999895355325336,5155.591075731319,7997.28807341856,X315.2407_5.1871886,163786,1
icc_log_level_3,0.08151000925884948,0.028681578006781984,0.13515432626636753,0.038851436481913845,7.699495723181207e-5,0.514570120274241,1.000049255958469,4287.561270041813,8003.6223492351955,X315.2407_5.1871886,163786,1
icc_log_minus_centre_nominator,0.511255882474742,0.5271813688997029,0.09425945228084551,0.07518267475482643,0.25972780538640794,0.6474426616943711,1.0000051127991778,5411.306937937494,8413.409461864327,X315.2407_5.1871886,163786,1
icc_log_minus_centre,0.5565781245268616,0.5597812675828296,0.06035405816988899,0.059578533311586156,0.4292695233746385,0.6661461424528216,0.999993462933133,5239.133236466136,9860.221736071586,X315.2407_5.1871886,163786,1
wi_sd_log,0.446728034,0.44525800000000004,0.027619270344778533,0.02724796410000003,0.39722455,0.5054358749999999,0.9999958047830925,8508.80911694891,12877.064165753818,X315.2407_5.1871886,163786,1
bw_sd_log_level_2,0.50234519115,0.501686,0.04508726660808594,0.04414960410000002,0.41620547500000005,0.594394075,1.0000460113192082,6152.790181459879,9764.747705935151,X315.2407_5.1871886,163786,1
bw_sd_log_level_3,0.171381892741001,0.115302,0.20442728620623773,0.10349296712999999,0.005957881750000001,0.6930490749999985,1.0000500705826063,4307.392566090049,7861.91519097715,X315.2407_5.1871886,163786,1
icc_log_level_2,0.40232619353951826,0.3978749575238135,0.0945259731789267,0.08196967875839388,0.23451810279333754,0.6116751706184029,1.0003581521029656,4856.518748721829,7514.742555771776,X313.2245_4.917515,113462,0.9899328859060402
icc_log_level_3,0.045422113245507816,0.011147163178503703,0.0965989894465792,0.015601173164950313,2.0132737849386848e-05,0.34197445245856595,1.0000343378368686,5839.446157984706,6954.112756508671,X313.2245_4.917515,113462,0.9899328859060402
icc_log_minus_centre_nominator,0.35690408029401044,0.361258497571995,0.08025768637815614,0.07951578771155073,0.18433106725629367,0.4994532259438807,1.000418902862393,5195.994001148862,8176.479876437017,X313.2245_4.917515,113462,0.9899328859060402
icc_log_minus_centre,0.37399238626917697,0.3770042710034548,0.07508002004471243,0.07548692526471214,0.21861353000938433,0.5118420118633608,1.0002283681277357,4985.001944373832,7928.144592536401,X313.2245_4.917515,113462,0.9899328859060402
wi_sd_log,0.4583930381,0.456978,0.02862934406447913,0.02836213799999997,0.40705695000000003,0.518988475,1.0002152558929516,7948.585285021494,10613.612512924641,X313.2245_4.917515,113462,0.9899328859060402
bw_sd_log_level_2,0.35389771244,0.3544225,0.04509606828842771,0.044084369700000035,0.26328585000000004,0.4391335499999996,1.0001392517974392,5592.420054240612,8524.36422972459,X313.2245_4.917515,113462,0.9899328859060402
bw_sd_log_level_3,0.0973555503268305,0.061416200000000004,0.1273132210313559,0.05936545376999999,0.00261100425,0.4188880499999996,1.000030254912673,5832.383432668471,6767.412724348676,X313.2245_4.917515,113462,0.9899328859060402
icc_log_level_2,0.4278015287910756,0.42176896515966716,0.09938644926923378,0.08442940299972336,0.25666525286869574,0.662131706896869,1.000177170626758,3852.754935602815,5270.9592857737525,X313.225_4.9180303,113462,0.9496644295302014
