centre,variable,mean,median,sd,mad,2.5%,97.5%,rhat,ess_bulk,ess_tail,compound,lod,perc_present
Basel,bw_sd_log,0.890720730625,0.880288,0.10359142543622421,0.09783529140000002,0.707975325,1.1166867499999997,0.9999138628691369,1556.0788081180146,3353.537057971042,X194.0807_3.1847517,434316,1
Basel,icc_data,0.6487164450074668,0.6587081494782793,0.09055967080311449,0.09041197311697555,0.45028871070639376,0.7972289361866616,1.0003306416262567,1734.0090775570616,3427.0049058675368,X368.3439_9.056404,2470082,1
Basel,icc_log,0.6498352075973169,0.659864233276993,0.09054134221003837,0.09046914990443942,0.4514355248167356,0.7981633824487584,1.0003324753213654,1733.5740105981433,3427.0049058675368,X368.3439_9.056404,2470082,1
Basel,wi_sd_data,177902.51368984897,176342.98535010364,20305.14043809939,19628.509432708383,142826.20530222572,221500.7416594831,0.999961263205817,2803.7088986770223,4477.785233707999,X368.3439_9.056404,2470082,1
Basel,bw_sd_data,245386.4714524367,243473.00501335773,34841.98338511193,35142.30385740005,183120.23153567186,317474.45823420153,1.0006308221098803,2023.1654785779174,4116.384682502662,X368.3439_9.056404,2470082,1
Basel,wi_sd_log,0.0589979455625,0.05846115,0.006673327312321229,0.006500089050000004,0.0474993175,0.07338777499999999,0.999932535099235,2795.0470081814256,4588.6606406592455,X368.3439_9.056404,2470082,1
Basel,bw_sd_log,0.0815791973,0.081053,0.01144687393898612,0.011528623470000004,0.060772437500000005,0.10551669999999999,1.0007584595738246,2000.3874226995772,4064.4144841834336,X368.3439_9.056404,2470082,1
Basel,icc_data,0.40208497529181686,0.4103605148884636,0.12097846167357404,0.11661858133655156,0.13168895512744536,0.6160611784035592,1.0009166772955949,1586.04029389955,1789.6021295780915,X175.0962_0.62885904,70066,1
Basel,icc_log,0.4229234554724853,0.43174954618694006,0.12452872936655494,0.11963598707658477,0.14225744588061565,0.6429569558435535,1.0008832293880303,1586.3523085071572,1765.7968867483698,X175.0962_0.62885904,70066,1
Basel,wi_sd_data,113852.45406342084,112170.73817985598,15333.58284046786,14493.402416818963,88698.97275784599,148487.3933589745,1.000700481368877,3580.9838036032324,4262.369726298459,X175.0962_0.62885904,70066,1
Basel,bw_sd_data,93311.19254645216,92754.0464877825,21897.18696734767,19992.576387511483,50838.539365701276,139238.79282027233,1.0002793482755437,1875.925100874815,1933.6438655437623,X175.0962_0.62885904,70066,1
Basel,wi_sd_log,0.320553501125,0.3168085,0.03620296983942958,0.034035306899999986,0.26126937499999997,0.40191129999999997,1.001068869850085,2447.6639678867123,3164.684426877944,X175.0962_0.62885904,70066,1
Basel,bw_sd_log,0.274234342825,0.275034,0.057188905405192614,0.05211635520000002,0.15392667500000004,0.387241775,1.0003521822942538,1770.1719544392975,1832.7918669069713,X175.0962_0.62885904,70066,1
Basel,icc_data,0.732004707320353,0.7403564301060727,0.06895226125925594,0.06549315960286664,0.5761522255291858,0.8445957214107667,1.0001542373304682,1738.9422118491048,3202.5293157109277,X362.2089_5.1662917,210062,1
Basel,icc_log,0.7502457039923182,0.7583806597192373,0.06781474628282863,0.0642098294295576,0.5977629382117405,0.8606853208425802,1.0001332690220095,1729.1723285236535,3258.344687276219,X362.2089_5.1662917,210062,1
Basel,wi_sd_data,114558.69757709064,112896.4278429347,15778.625430021702,14980.328416261475,88347.1053740444,149791.02933928417,1.0004034984532493,2719.2017473270066,5213.833198589207,X362.2089_5.1662917,210062,1
Basel,bw_sd_data,192886.75173920186,188649.96782931488,32957.52082273764,30456.600804372527,140388.91717525144,270439.4983080672,1.0001551866097462,2133.000753342039,3390.9135723265676,X362.2089_5.1662917,210062,1
Basel,wi_sd_log,0.219017283125,0.216804,0.024561338976046326,0.02371270440000001,0.17760649999999997,0.27303345,1.0003333538333816,2656.5881704876037,4389.088859188678,X362.2089_5.1662917,210062,1
Basel,bw_sd_log,0.38642186025,0.38239100000000004,0.049333215075585045,0.04794728400000001,0.301388425,0.49315807500000003,0.9998955954161199,2104.805025466205,3585.60933927946,X362.2089_5.1662917,210062,1
Basel,icc_data,0.6106633784955825,0.6199346756493529,0.09828277122071359,0.09631666150377308,0.39160843376672216,0.7728615945147006,1.0009311220340729,1688.3864426246898,2784.0385160393816,X360.1925_5.005441,59259,1
Basel,icc_log,0.617833642944788,0.6272398984194381,0.0983513820810473,0.09611035879413928,0.39837318100626307,0.7803344154973215,1.000954550035199,1687.2077672994762,2763.5992235350213,X360.1925_5.005441,59259,1
Basel,wi_sd_data,18577.67798686017,18388.36113395878,2230.7338725167033,2121.4199858967013,14774.829288453375,23541.86925269612,0.999893921783487,3100.3603259018987,4547.539566699821,X360.1925_5.005441,59259,1
Basel,bw_sd_data,23614.730927855944,23327.824372766674,3858.890921370688,3718.002991011307,16784.0215487163,31895.848621159246,1.001886938012264,2039.1490304356812,3616.074984965002,X360.1925_5.005441,59259,1
Basel,wi_sd_log,0.153261587125,0.1516765,0.01740582585321976,0.01676968859999998,0.12366100000000001,0.19174064999999998,1.0000354131493319,2776.512761941126,3932.9866537932644,X360.1925_5.005441,59259,1
Basel,bw_sd_log,0.197748164775,0.196032,0.02997702502061658,0.029521531199999996,0.14327397500000003,0.2610215999999999,1.0017824323168345,2015.9581816496798,3756.432713412044,X360.1925_5.005441,59259,1
Basel,icc_data,0.8291498256759441,0.8352779126221233,0.04612882829969048,0.04322666052569844,0.7219062984566589,0.9010561463289675,1.00318275819743,1267.2630906403242,2614.990832423513,X131.0693_0.66102034,514802,1
Basel,icc_log,0.8498218351754285,0.8556468905732881,0.04387690073858205,0.04072964917617195,0.7472934155660161,0.9177698713367025,1.0033504599123375,1221.0815326830818,2478.441595938192,X131.0693_0.66102034,514802,1
Basel,wi_sd_data,596139.0395442732,586380.8727782236,92874.87482733757,86977.28407914283,444647.8609713987,808396.7399292319,1.0011365768899212,1996.7085409817844,3798.304275789838,X131.0693_0.66102034,514802,1
Basel,bw_sd_data,1342739.091337809,1308253.4142937518,258232.54817982105,234278.49951192352,951415.5825331289,1926930.2257711801,1.0065088691767468,1172.035295263558,2343.1249025366224,X131.0693_0.66102034,514802,1
Basel,wi_sd_log,0.216155455,0.21375650000000002,0.024444592672661608,0.023849844900000004,0.17523675,0.270835675,1.0006596828970522,2353.1024837799678,4220.043934808732,X131.0693_0.66102034,514802,1
Basel,bw_sd_log,0.524886566125,0.520167,0.062078148319980375,0.059764347300000076,0.41721135000000004,0.659483225,1.003373907006344,1272.649815353742,2126.9199897344815,X131.0693_0.66102034,514802,1
Basel,icc_data,0.8078514444413337,0.8170490189817669,0.05731820924830177,0.053177054202881026,0.6712725369864372,0.8941042154329586,1.0003260297665746,1648.9510374316046,3628.234280010082,X244.1217_3.939478,10214,0.5714285714285714
Basel,icc_log,0.8726542227018079,0.8800591412051744,0.04742893253819621,0.043239572776661246,0.7598790608534758,0.9427616938736827,1.000258684152088,1433.651310223003,2966.8026498537015,X244.1217_3.939478,10214,0.5714285714285714
Basel,wi_sd_data,12677.442956522606,11397.353899109108,5451.289694531341,3634.9054158659274,6657.917564043252,26245.01841796193,1.000757161653471,2322.1260620877347,3767.706477004876,X244.1217_3.939478,10214,0.5714285714285714
Basel,bw_sd_data,26902.009671357653,23612.317276538568,13151.378305826036,8305.688497645982,13289.741494896447,58942.57471323035,1.000478976981269,1630.027972486482,2856.438570945253,X244.1217_3.939478,10214,0.5714285714285714
Basel,wi_sd_log,0.3614693665,0.3549625,0.054575733637070155,0.051524056499999984,0.27262379999999997,0.48494645000000003,1.0004594273810417,2895.8685480252902,4161.579749978313,X244.1217_3.939478,10214,0.5714285714285714
Basel,bw_sd_log,0.9779873265,0.9619424999999999,0.15093644069616075,0.14665730939999988,0.7284282000000001,1.3093829999999997,0.9998904050755201,1808.578177449114,2962.8630506889062,X244.1217_3.939478,10214,0.5714285714285714
Basel,icc_data,0.6283280325701912,0.6375618170206167,0.09048951025453061,0.08868100029653664,0.4228722258789508,0.777171602242153,1.0004377582909647,1735.3037807504675,3066.917925317949,X244.1204_4.053961,10156,0.6813186813186813
Basel,icc_log,0.7750451777021893,0.7859185948901708,0.07394271186471044,0.06866189666888675,0.5993893866124365,0.888830178772048,1.0011298225093648,1538.3924817098298,2725.468256541771,X244.1204_4.053961,10156,0.6813186813186813
Basel,wi_sd_data,46896.42601616709,40622.68080911548,25836.68882647483,15686.826627816026,20752.990385198213,112109.13910119102,1.0018078329451434,2928.37144367028,3969.828532073306,X244.1204_4.053961,10156,0.6813186813186813
Basel,bw_sd_data,61972.76973035637,53028.290915919104,35371.86118014096,21585.379474844045,26619.36748346059,149506.64571628426,1.0025721887194257,1938.9232365936955,3384.4082558677346,X244.1204_4.053961,10156,0.6813186813186813
Basel,wi_sd_log,0.586113382375,0.5774735,0.08926548492986461,0.08628435479999995,0.43852415,0.7889929999999999,0.9999572090618907,2331.8978240203905,4360.339094491542,X244.1204_4.053961,10156,0.6813186813186813
Basel,bw_sd_log,1.112172508875,1.099195,0.15588878481568466,0.1502133254999999,0.84453875,1.4622647499999994,1.001808973064021,2015.679715714176,3353.576173068448,X244.1204_4.053961,10156,0.6813186813186813
Basel,icc_data,0.7999310176668921,0.8062077431396699,0.0542510446359692,0.051233895788636054,0.6740034705793506,0.8864238291170373,1.0005580748635508,1454.9653359216566,2778.053877869216,X638.4873_9.406446,17511,0.978021978021978
Basel,icc_log,0.8180302700697234,0.8241673170280114,0.0526319312148892,0.04939423128923308,0.6947664129840899,0.9012482043362712,1.0005670855804303,1415.3553647837048,2709.0973674167526,X638.4873_9.406446,17511,0.978021978021978
Basel,wi_sd_data,12027.907152710619,11861.350259160969,1752.8974345336528,1672.3016463425147,9099.934349731024,15889.331814848063,0.9998775451125513,2358.6952150485067,4027.744185092384,X638.4873_9.406446,17511,0.978021978021978
Basel,bw_sd_data,24597.177730393836,23984.104285055488,4543.365075525971,4181.874359401145,17490.18038345133,35167.81027329805,1.0006930208132598,1327.599743103454,2125.188665146538,X638.4873_9.406446,17511,0.978021978021978
Basel,wi_sd_log,0.20747861425,0.20558549999999998,0.023368113123577533,0.022894309199999994,0.1674217,0.25815747499999997,1.0002264063254487,2845.587520898645,4461.775570189438,X638.4873_9.406446,17511,0.978021978021978
Basel,bw_sd_log,0.449154380875,0.44438,0.05641677164128024,0.05415270629999998,0.35210205,0.5701594249999997,1.0002599608300493,1460.023169449047,2885.3741575487115,X638.4873_9.406446,17511,0.978021978021978
Basel,icc_data,0.4327428820877962,0.4419308375399261,0.12093824243481675,0.12194887275416505,0.17174988635112654,0.6442517292823681,1.0003173399250282,1688.8395718806237,2895.5910519217273,X614.4867_9.768227,26098,0.8461538461538461
Basel,icc_log,0.48934560784167846,0.5011364568862005,0.12747399335456217,0.12623107497928568,0.20918710831555323,0.705259204416017,1.000269699069498,1700.6770447515717,2857.55198232956,X614.4867_9.768227,26098,0.8461538461538461
Basel,wi_sd_data,46141.34995652907,44808.5145112496,9052.06862866923,8160.376387883143,32107.306437690393,67945.47251257487,1.0006882482672623,5281.174104354657,6053.733984164139,X614.4867_9.768227,26098,0.8461538461538461
Basel,bw_sd_data,40541.36318788796,39111.33855173764,11316.230929920439,10073.911345772845,22353.471016030824,66713.31150949649,0.999958659858377,2539.6654693801506,3494.059184610556,X614.4867_9.768227,26098,0.8461538461538461
Basel,wi_sd_log,0.490360168875,0.4844695,0.06363935335353049,0.060780669600000004,0.38516069999999997,0.6303401249999999,1.0002849347166556,2550.1581798326206,4339.78930757976,X614.4867_9.768227,26098,0.8461538461538461
Basel,bw_sd_log,0.4828709376625,0.4823075,0.09495648536281975,0.08981739059999999,0.29815992500000005,0.6743944249999998,0.9999751579045628,2168.9653955153944,3085.4910835112973,X614.4867_9.768227,26098,0.8461538461538461
Basel,icc_data,0.4568740689331721,0.4672068629350896,0.11883789074964107,0.11853259442876127,0.2050216080947228,0.6622448623157059,1.0013897038283026,1282.680713149385,2654.781748083084,X614.4874_9.765492,26098,0.8571428571428572
Basel,icc_log,0.5114641822244471,0.5245221030427945,0.12392074795951398,0.12195047595488666,0.24256417573082625,0.7189618873349871,1.0013519208182409,1302.9817238858564,2458.912654035796,X614.4874_9.765492,26098,0.8571428571428572
Basel,wi_sd_data,43704.13298634349,42717.88400442645,8359.849600169953,7766.380925482944,30683.586436254205,63100.630686579825,1.0001953989391599,3675.2915534205636,5986.990686412893,X614.4874_9.765492,26098,0.8571428571428572
Basel,bw_sd_data,40447.08516943357,39134.516300140975,11022.68675421657,9734.531446233726,22638.247202720308,65928.28167941688,1.000452677688432,2081.340570073844,3795.6124067190635,X614.4874_9.765492,26098,0.8571428571428572
Basel,wi_sd_log,0.469394523625,0.46318899999999996,0.06024697550693444,0.05826469739999991,0.36482607499999997,0.5988856,1.0010715755701505,1804.5970607240179,3416.3791055736547,X614.4874_9.765492,26098,0.8571428571428572
Basel,bw_sd_log,0.4841181143875,0.48306,0.09060160874493269,0.08646152549999998,0.30825612500000005,0.6646363,1.0007231859459575,1946.056856848394,3123.625302731483,X614.4874_9.765492,26098,0.8571428571428572
Basel,icc_data,0.2681012724558776,0.27361643084206644,0.1300353940605951,0.13942389832288923,0.014668124406070883,0.5081341483775683,1.0010896319944524,1292.7283140189916,1747.8950040273853,X94.0088_0.8354798,27946,1
Basel,icc_log,0.30461701728613394,0.31246816851322,0.14313934005740178,0.15213759204260596,0.018141026613817907,0.5635221722991297,1.0010737138158967,1299.6131929837277,1760.7532644637124,X94.0088_0.8354798,27946,1
Basel,wi_sd_data,53019.31513090276,51993.58768253027,8572.816163196336,8323.730528768263,39012.93307520194,72325.78070172944,1.000130515594995,3785.203999002058,5324.465880778702,X94.0088_0.8354798,27946,1
Basel,bw_sd_data,31220.872159711693,31127.007885236442,11371.49343389065,10090.01537319242,7292.879372394903,54328.217046069134,1.0006977275601097,1558.50476706925,1770.685993381949,X94.0088_0.8354798,27946,1
Basel,wi_sd_log,0.512568782625,0.507754,0.0585715952181232,0.05902452990000004,0.4118849,0.6387521249999999,1.0008102845836533,1960.6718653826674,3844.9678247645943,X94.0088_0.8354798,27946,1
Basel,bw_sd_log,0.3302963783125,0.3391825,0.10552842388445642,0.0948819522,0.08213638000000001,0.521072475,1.0008526881413635,1423.812181305434,1810.6490831401895,X94.0088_0.8354798,27946,1
Basel,icc_data,0.6364701151631214,0.6443639198568941,0.08661885650939574,0.08412491100727455,0.4455574238303339,0.7828890701847473,1.0013015093713133,1925.4661690302453,3369.3959334094047,X328.2399_7.229823,37130,1
Basel,icc_log,0.6637344209475061,0.6722056262737084,0.08624334491731332,0.08328434193555831,0.472397250646646,0.8084951010126146,1.0012689542868956,1909.5520283137678,3325.1832636093604,X328.2399_7.229823,37130,1
Basel,wi_sd_data,29332.77148343126,28894.967053839282,4139.00361044359,3931.000197333842,22413.027169472134,38767.43195437352,1.0004682158335785,3397.8543803469524,5211.204813446012,X328.2399_7.229823,37130,1
Basel,bw_sd_data,39481.88894388552,38530.730633081665,7629.494402861053,6907.924969399201,27550.446989631222,56740.69800714835,1.0004432947554662,2121.883158505383,3686.8602129586534,X328.2399_7.229823,37130,1
Basel,wi_sd_log,0.286042260875,0.283296,0.031618288535747954,0.030422952000000014,0.231886175,0.35526552499999997,1.001116676899792,3015.0990715400358,4976.76971600999,X328.2399_7.229823,37130,1
Basel,bw_sd_log,0.408309813,0.404304,0.058029111368870824,0.05563530629999998,0.30655560000000004,0.5342671999999997,1.000572733210685,2199.5679263571787,3639.6757301314265,X328.2399_7.229823,37130,1
Basel,icc_data,0.5625759881153137,0.5700156254501,0.08780176137243961,0.08779374799532913,0.3754082827710757,0.7119340989186828,1.0003607744828984,2078.5505063774376,3455.126327877135,X449.3132_6.42327,15019,0.989010989010989
Basel,icc_log,0.6517157397120826,0.6599081287830937,0.08752198646358705,0.08625682328619742,0.45950265127998835,0.7955803101894352,1.0004849464545194,2000.4388738476523,3565.5032370588287,X449.3132_6.42327,15019,0.989010989010989
Basel,wi_sd_data,286346.7393069875,276208.42054121743,68431.50033651013,60027.17975021256,186102.30115876428,447964.3312402037,0.9999980822668949,3926.4714389996057,5745.106550668747,X449.3132_6.42327,15019,0.989010989010989
Basel,bw_sd_data,330143.4178420438,312204.5521275597,98878.84952972988,82312.60070559908,196204.11093788047,574209.7190341706,1.0001779830398065,2413.777869460937,4236.101936552662,X449.3132_6.42327,15019,0.989010989010989
Basel,wi_sd_log,0.518032926,0.5131425000000001,0.05758778341920634,0.05583842250000006,0.42127842499999996,0.645047125,1.0000206102680447,3181.3250322273575,4422.419787173502,X449.3132_6.42327,15019,0.989010989010989
Basel,bw_sd_log,0.71872188075,0.711539,0.09946338586499555,0.09673223699999992,0.5410346,0.9329810249999997,1.0004030115932705,2408.0837859206645,4122.721487423643,X449.3132_6.42327,15019,0.989010989010989
Basel,icc_data,0.35649834261725294,0.3617009530821028,0.10713546702642228,0.10892293843738031,0.13553733122561917,0.5501156850153239,0.9999514953116062,1778.652217639895,2771.2073968352242,X465.3092_6.1521144,12252,0.9560439560439561
Basel,icc_log,0.4438777188287663,0.4528958401544201,0.1201644573166934,0.12027804619481726,0.18691145916126978,0.654731823133497,0.9998819710548816,1776.6807521912572,2755.6128851094804,X465.3092_6.1521144,12252,0.9560439560439561
Basel,wi_sd_data,92047.69631168856,88723.47099359639,21123.094930535775,18868.564289741207,60869.14378798891,143510.34103951528,0.9999440490691295,6451.380310970468,6032.0499566875405,X465.3092_6.1521144,12252,0.9560439560439561
